,star,date,review
2,5,2018년 3월 5일," 이야~! 굿굿 근데 4일차 에서 너무 폭시가 잘움직어요 그리고 프레디 올때 울음소리 몇번 울리나요? 5일밤에서 자꾸 죽어서 그리고 스콧님 보니,치카 너무 빨라요 5초씩 자꾸 움직이고 그래도 정말 재미있습니다 그리고 폭시가 5일밤 보니부터 움직이면 잘 안움직여요 스콧님 👍근데 5일밤 은 너무 어려워요"
3,5,2015년 5월 1일,역시다르다 프레디의 피자가게 제작자와 이컨텐츠를 만든모든분들께 감사합니다역시 프레디는 ㅅㅅ 말로표현할수가없네ㅎㅎ
4,5,2016년 4월 26일, 와저5일밤까지왔는데5일밤장난아니게어렵네요.ㅋㅋ별☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆그리고※보니는토끼여서속도가빠릅니다그레서한2B번카메라에있다가사라지면문을꼭닫아주시고        !※5일밤이나뭐다른밤 은하하자마자바로1C카메라를꼭보세요폭시가바로올때도있습니다.
5,5,2017년 3월 8일, 야 이거 재밌네요. 그런데 씨스터 로케이션 모바일판 언제 출시됬었나요?(저는 모릅니다.)이세은 님이 말한거 이스터에그에요.
6,1,2017년 12월 4일," 저기요 프레디,보니,치카인형 치트모드샀는데 증발됬습니다. 지금당장내노세요. 아예SHOP에 다시사라그럽니다. 내노세요. 아님 환불해주세요. 어쨌든 물어내세요."
7,5,2015년 9월 24일,"꿀잼 님들 저 커스텀나이츠까지 껬는데 애러가 안걸리고 완전쉽고 핵꿀잼 그리고 마지막 밤에 프레디1,보니9,치카8,폭시7레밸을 이렇게 하면  골든프레디 얼굴이 나오면서 게임이  꺼집니다."
8,5,2015년 12월 8일,하 드디어 삼... 그동안 엄마한데 사달라고 쪼르다가 안해줘서 빡챠서 기프트카드 삿짜남 ★★★ 무료판이랑 유투브에서 프레디 동영상많이 봣는데 !! 기대되네여 !!!!
9,5,2018년 3월 2일," 프레디를 잘 모르시는 분들께: 폭시는 주로 2일밤부터 출현합니다 프레디는 3일밤부터 출현합니다. 보니와 치카는 1일밤부터 출현합니다. 보니는 순간이동을 할 수 있어 카메라를 잘 보지 않으면 갑툭튀 당할 수 있습니다. 치카와 프레디는 순간이동할 수 없지만  가끔씩 둘이 함께 나타날 수 있습니다. 폭시는 pirate's cove에서 나오려고 하면 바로 문을 닫아야 합니다. 그리고 일정한 확률로 문을 긁는데, 긁을 때마다 배터리가 1%~30%까지 없어질 수 있습니다. 프레디 이야기: 프레디 1 게임은 프레디 2 게임의 후속이고, 프레디 ...전체 리뷰프레디를 잘 모르시는 분들께: 폭시는 주로 2일밤부터 출현합니다 프레디는 3일밤부터 출현합니다. 보니와 치카는 1일밤부터 출현합니다. 보니는 순간이동을 할 수 있어 카메라를 잘 보지 않으면 갑툭튀 당할 수 있습니다. 치카와 프레디는 순간이동할 수 없지만  가끔씩 둘이 함께 나타날 수 있습니다. 폭시는 pirate's cove에서 나오려고 하면 바로 문을 닫아야 합니다. 그리고 일정한 확률로 문을 긁는데, 긁을 때마다 배터리가 1%~30%까지 없어질 수 있습니다. 프레디 이야기: 프레디 1 게임은 프레디 2 게임의 후속이고, 프레디 1 이후에는 프레디 3입니다. 프레디 4는 프레디 2 이전인 1983년을 배경으로 되어고, 프레디 시스터 로케이션은 프레디 4 쯤인 것 같습니다 (아직 정확한 날짜는 모름) 시스터 로케이션은 기존 프레디 게임과는 전혀 연관이 없습니다.  프레디 1 게임은 경비원 (마이크 슈미츠) 가 애니마트로닉들을 감시하는 게임으로, 5일밤을 깨면 추가 2일밤을 할 수 있습니다. 추가 2일밤의 커스텀 모드를 하면 애니마트로닉들의 지능을 조작할 수 있습니다. 커스텀 모드를 깨면 해고당하게 되면서 게임이 끝납니다.  (지능을 왼쪽에서부터 1987으로 설정한 후 플레이하면 골든 프레디의 얼굴이 나오며 게임이 정지됩니다. 이럴 때에는 침착하시고 핸드폰의 배터리를 교체하시면 됩니다. )"
,3,2018년 12월 2일, 재미인는대어렵워
0,1,2018년 11월 30일, 광고나오는건좋은데 넘길수없는광고가 한판한판사이계속나와요 게임이긴것도아니고 이게뭐하는건지 광고게임 요즘심하네요
1,5,2018년 12월 2일, 너무 재미있어서 다깨버렸엉!!!!
2,1,2018년 11월 24일, 뭐만하면 강제적인 광고 시청하게 만들어 놓은 최악의 어플. 게임자체는 재미있으나 무분별한 광고때문에 이 게임을 하는 이유가 사라짐
3,2,2018년 11월 23일, 프리 프라이즈 광고 안 꺼져요.... 그리고 돌림판 너무 느리구요 제발 프리 프라이즈 필요 없어요. 뜨지 않게 해주세요. 보실지는 모르겠지만 일단 보냅니다.
4,1,2018년 11월 27일, 게임하는중에도광고가나오네ㅋㅋ게임계의 혁명급
5,1,2018년 11월 24일, 괭고겜미친새 끼들이겜개극혐이다
6,1,2018년 11월 25일, 무슨 광고만 있냐? 광고보러 게임하는줄 아냐?
7,3,2018년 11월 24일, 아니...재밋는데 왜이렇게 중간에 끈켜요..
8,2,2018년 11월 24일, 이거 돌림판 돌리는거 필요없는데 스킵이 없어
9,5,2018년 11월 23일, 병맛의 기운이 ㅋㅋㅋ
,5,2018년 12월 5일," 이 게임을 플레이하면서 울기도 하고 웃기도 하고 정말 뭉클한 시간을 보낼 수 있었습니다. 비주얼적으로도, 스토리로도, 사운드로도 너무나 완벽한 게임입니다. 상황을 녹여낸 듯한 퍼즐이 너무나 참신했습니다. 좋은 경험을 선사해주셔서 감사합니다. 다음 작품도 너무 기대되네요. I had a really hard time crying and laughing during the play time. Visual, story, and music...... It was perfect at all. The puzzle that seemed to m...전체 리뷰이 게임을 플레이하면서 울기도 하고 웃기도 하고 정말 뭉클한 시간을 보낼 수 있었습니다. 비주얼적으로도, 스토리로도, 사운드로도 너무나 완벽한 게임입니다. 상황을 녹여낸 듯한 퍼즐이 너무나 참신했습니다. 좋은 경험을 선사해주셔서 감사합니다. 다음 작품도 너무 기대되네요. I had a really hard time crying and laughing during the play time. Visual, story, and music...... It was perfect at all. The puzzle that seemed to melt the situation was so novel. Thank you for giving me a good experience. I look forward to the next one."
0,5,2018년 9월 26일, 짧지만 정말 강렬하네요 게임이라는 장르의 특성을 정말 잘 살린 한편의 영화 같았습니다 조작법이 무엇을 의미하는지 생각하면 하는 재미도 있었고 그 의미를 깨닫게 될 때마다 소름이 돋았습니다 음악도 분위기를 잘 살려준 것 같고 전체적으로 큰 여운이 남네요... 정말 재밌게 했습니다 감사합니다
1,5,2018년 10월 18일, 그래픽과 음악이 멋집니다. 캐릭터에 이입할 수 있는 플레이 방식이었습니다.
2,5,2018년 9월 28일, 기분이 좋아지는 게임이었다. 재밌었다라는 평가가 어울린다.
3,5,2018년 10월 4일, 실수로 구매했는데 환불해주세요 제발요
4,4,2018년 11월 3일, 남자주인공 뒷얘기도 궁금하네요. 감동적이예요.
5,4,2018년 9월 28일, 좀 짧아서 아쉽지만 재미있었어요 ㅎ
6,5,2018년 10월 23일, 미쳤다.. 짧지만 강한 게임이었어요.. 감사합니다 정말 돈이 아깝지 않네요.
7,4,2018년 11월 7일, 짧은것을 제외하면 모두 만족
8,5,2018년 10월 7일, Short but memorable
9,5,2018년 10월 5일, 정말 아름다운 감상이였습니다
,5,2018년 12월 2일, 영어만 입력해야 되서 어렵지만 너무 재밌고 재밌게 쓰고 있습니닷!
0,3,2018년 11월 29일, 영어여서 좀 아쉽네요..ㅜ
1,5,2018년 11월 23일, 이거 제가 자주 노는건데 정말 귀여워요
2,1,2018년 11월 22일, 옷이 너무 다양 하는데 계속 하면 폰이 껐다 켜져요
3,4,2018년 12월 2일, 한국어로 좀 적을 수 있으면 좋을 것같아요
4,5,2018년 11월 25일, 너무 중독 되요 최고!
5,5,2018년 11월 27일, 정말잘만들어서요GOOD~~
6,5,2018년 11월 23일, 굿
7,5,2018년 11월 22일, 최고
8,5,2018년 11월 21일, !(♡♡♡♡)
9,5,2018년 11월 3일, 가챠 라이프 진짜 사랑합니다...가챠버스에서 못한 옷차림이나 머리도 다 할수 있고 미니게임이랑 라이프 게임 추가된것도 신의 한수인것 같네요 ㅇㅁㅇ
,1,2018년 11월 2일," Cannot buy the game on steam, Korean region lock sucks so hard. Please for the love of god we want to play this on PC, not on mobile."
0,1,2018년 11월 8일," Hi currently this game have a serious bug witch is When you develope an custom concole that consoles great/good genres and okay genre, not good/bad genre is completely opposite For example if you make mostly your games like Actions and Simulations your developed concole must to be have Great at Acti...전체 리뷰Hi currently this game have a serious bug witch is When you develope an custom concole that consoles great/good genres and okay genre, not good/bad genre is completely opposite For example if you make mostly your games like Actions and Simulations your developed concole must to be have Great at Actions and Simulation games But currently instead great YOUR CONCOLE GIVES YOU BAD AT ACTIONS AND SIMULATIONS GAME This is really fatal bug so i hope you guys are noticed this bug and please fix this..."
1,2,2018년 11월 28일, 환불 해주세요... refund please.. :|
2,5,2018년 10월 23일, 갓겜
3,5,2018년 8월 25일," 게임개발자가되어 평론가에게 시험받고 팬층을확보하여 ""제발 제 똥같은게임을 팬심으로라도 사주세요!"" 빌며 게임을만드는게임 참고로 평론가들이 제일무서웠어요."
4,5,2018년 8월 19일, 피시로 했었던 게임이라 한번받아서 해봤는데 재밌네요 갠적으로 매드게임타이쿤보다 더 재밌어요 ㅎ
5,5,2018년 8월 9일, 스타트 개꿀잼 취향저격
6,5,2018년 10월 20일, 꿀잼 임 꼭사라 두번 사라
7,5,2018년 10월 14일, 게임 만드는 게임은 재밌지요
8,5,2018년 9월 11일, 좋아하는 게임이 모바일로 나와서 좋아요!
9,5,2018년 10월 6일, 진짜 재밌어요. Great game with memories
,5,2018년 2월 11일, 이 게임 어렵다고 하시는 분들 그만하고 게임 한 판 더 해보세요. 이 게임은 열심히 하면 실력이 느는 재밌는 게임입니다. 저도 옛날에는 1단계도 못 깼었는데 인제 7단계까지 깨고 8단계도 62퍼 갔습니다. 그리고 롭탑님 게임 너무 잘 만드셨습니다. 1인 개발사라 들었는데 아주 창의적이고 재밌는 게임을 만드셨네요. 앞으로 재밌는 업데이트 많이 해주세요!
0,1,2018년 8월 17일," 닶없는 친목유저들의 별돌리기와 제작자가 친목을하는 신기한 게임. 재미있고 갓게임이지만 일부 유저가 게임 이미지를 제대로 망친 게임. 
신경 안 쓰려고해도 상당히 거슬린다. 과거의 GMD는 어디 간 것일까. 지금은 자기들끼리 놀고먹고 잘 하려나?"
1,5,2017년 11월 28일, 이거 뭐라하는 사람들 보면 한심하다.데몬맵 왜 안열려있냐 왜 이렇게 어렵냐 하는데 데몬맵열려면 시크릿코인 그 갯수만큼 모으면 되고 어려우면 연습하면 된다.필자는 연습많이 해서 데드락이랑 클럽스텝을 깼다.다시 말하면 어렵다 하지말고 어려우면 자기 실력에 맞는 맵을하는것을 추천한다
2,5,2018년 10월 5일, 정말 말이필요없는 갓갓갓갓겜입니다. 그리고 여러분 정식지오메트리 대쉬보다 데모판 지오메트리 대쉬가 더 다운로드수가 많습니다. 여러분 그래도 데모판 재밌게하면 진판좀 복돌작작쓰고 돈내고 다운받아요. 그런 복돌 때문에 이게임이 점점 매출이 떨어지는거 아니야
3,5,2018년 4월 1일, 어떻게 bloodlust가 위클리 데몬이져?ㅋㅋㅋ 게임 엄청 재밌어여 저는 보통 컴퓨터에서 하는데 핸드폰이 좀 더 어려운것 같아요. 컴퓨터가 스팀에서 깔면 스팀 전용 스킨들이 있는데 그것도 멋지네요. 그런데 설정에서 유저코인 10개 모으면 열리고 거기다 password를 치면 나오는 말 중 Rub Rub don't like this 라는 말이 있는뎈ㅋㅋ 자기 자신이 Rub Rub인걸 인정하시나요?ㅋㅋㅋ
4,2,2017년 11월 28일, Geometry dash 2.11 업데이트 날부터 고사양 맵을 플레이하면 속도가 느려지면서 갑자기 빨라집니다. 컴퓨터가 core i5인데도 블루스택에 렉이 발생합니다. 이런 부분좀 고쳐주시면 감사하겠습니다.
5,4,2018년 1월 2일, 게임부터 음악까지 다 마음에 들기는 한데....박자가 가끔식 안맞습니다. 나만 그러면 뭐라 안하는데 다른사람들도 다 그렇다고 해서 확인해보니까 초반에 랙이 조금식 걸리면서 박자가 좀 안맞아집니다....해결해주시면 감사합니다.
6,3,2018년 11월 10일, 게임은 좋은 데 롭탑의 ㅈ목질이 심합니다. 유명인이 만든 레벨은 금방 별이 붙는데 무명인이 만든 레벨은 거들떠도 안봅니다. 레벨 만들고 싶은데 ㅈ목때문에 만들 수가 없네요... 참고로 싱크 안 맞는다고 하시는 분들 메인화면에 있는 설정 → Options → Smooth Fix를 끄시면 됩니다.
7,5,2018년 1월 3일, 고작16단계깻다고 자랑이신가요? 게임 못한다고 다른사람들을 얕보는건가요? 기분이 나쁘네요. 그리고 유저코인 똥색말고 은색을 먹어야 인정됩니다:) 그리고 블루스택으로 하면 랙걸릴수도있으니까.. pc에 최적화된 스팀에서 하세요ㅎㅎ
8,5,2017년 11월 30일, 내가 한 게임중 최고의게임이다 시간날때 가끔씩하면 재미가있어 더욱좋고 인게임내에서의 음악들이 전부다 좋다. 조금만 연습하면 단계를 다 깰수있어서 좋고 가장맘에 드는 부분은 광고가없다 와 현질이없다 이다 게임자체가 유료이긴 하지만 3000원에 이 많은걸 체험할수있다 난 이게임 산거 후회안한다 갓겜bb
9,4,2018년 4월 2일, 이거 상자 까고 나서 좀 있다가 나가도  상자 깐게 초기화 돼 있네요. 그리고 데일리 맵 바꾸고 나가도  초기화 되있네요. 이 점만 고쳐주시면 별 5개 갑니다 그리고 정말 재미있게 하고 있어요  꿀잼 꿀잼!
,3,2018년 9월 27일, 렉좀 고쳐주세요 제발 오렌지 직전이 가구들 많은곳에서 렉 엄청걸리고 마지막 우주 날아가기 전 송전탑 오르는것도 렉이 엄청 걸립니다. 무슨 컨트롤게임에 렉때문에 클리어를 못한다는게 말이 됩니까... 렉좀 없에주십시오. 폰을 리셋해도 렉이 계속 걸립니다...
0,5,2018년 11월 19일, 짜증나게 구는 사람이 있다면 웃는얼굴로 그사람에게 이 게임을 선물해주는것을 추천. 6천원의 투자 가치가 있음. 당신이 받았던 짜증보다 더한 빡침을 그 사람에게 선물하는 격임. 고마워 남편 덕분에 참 재밌네^^^*
1,4,2018년 10월 8일, 갤럭시노트9 사용자입니다. 그래픽도 좋고 게임 플레이도 만족스러운데 중간중간 무게중심이 컨트롤을 잃고 한쪽 방향으로 무한대로 돌아갑니다. 끝까지 떨어져서 어딘가에 걸리거나 강제종료를 한 후 재시작해야지만 강제 컨트롤이 풀리네요. 한 두번은 내가 강종하고 다시하면 되려니 참고 계속했는데 여러번 반복되다보니 조작감 면에서 실망이 큽니다. 환불을 해주시거나 빠른 피드백 바랍니다.
