,name,review,lda-result-cosine,lda-result-euclide
170,Fire Balls 3D, 재밌는데 1판을 하면 광고가 떠요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
171,Fire Balls 3D, 굳굳,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
172,Five Nights at Freddy_s,별 ☆☆☆☆☆ 이 게임 공포라서 감툭튀는데...제밌네여~별☆☆☆☆☆개!!!베터리 1퍼에서 6시 ㅋㅋㅋ----수정----   프레디 버그판 해봤는데 1버그판 사기. 기능 : 인형들 위치 알 려 주 고... 배터리 무 제 한!(프레디 버그판 2.3 도 있음  프레디 2 랑 3 버그판 은 별 3개로 다 깨져있으면 하고 싶으면... 네이버에서 깔아 보삼),"('Age of Civilizations II',)","('Age of Civilizations II',)"
173,Five Nights at Freddy_s,다 재미있는데.... 갑자기 게임 시작할 때마다 게임이 에러 뜨면서 꺼져요. 다 깨서 별 세 개 얻었었는데 삭제했다 다시 깔아 보고 하니까 데이터도 사라지고.... 제발 좀 고쳐주세요...,"('Angry Birds Classic',)","('Angry Birds Classic',)"
174,Five Nights at Freddy_s," 이야~! 굿굿 근데 4일 차에서 너무 폭시가 잘 움직여요 그리고 프레디 올 때 울음소리 몇 번 울리나요? 5일 밤에서 자꾸 죽어서 그리고 스콧님 보니, 치카 너무 빨라요 5초씩 자꾸 움직이고 그래도 정말 재미있습니다 그리고 폭시가 5일 밤 보니부터 움직이면 잘 안 움직여요 스콧님 👍근데 5일 밤 은 너무 어려워요","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
175,Five Nights at Freddy_s,역시 다르다 프레디의 피자가게 제작자와 이 콘텐츠를 만든 모든 분들께 감사합니다 역시 프레디는 ㅅㅅ 말로표현할수가없네ㅎㅎ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
176,Five Nights at Freddy_s, 와 저 5일 밤까지 왔는데 5일 밤 장난 아니게 어렵네요. ᄏᄏ 별☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆그리고※보니는 토끼여서 속도가 빠릅니다 그래서 한 2B 번 카메라에 있다가 사라지면 문을 꼭 닫아주시고! ※5일 밤이나 뭐 다른 밤 은하 하자마자 바로 1C 카메라를 꼭 보세요 폭시가 바로 올 때도 있습니다.,"('Block Puzzle',)","('Block Puzzle',)"
177,Five Nights at Freddy_s, 야 이거 재밌네요. 그런데 시스터 로케이션 모바일판 언제 출시됐었나요?(저는 모릅니다.)이 세은 님이 말한 거 이스터에그에요.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
178,Five Nights at Freddy_s,"꿀 잼 님들 저 커스텀 나이츠까지 껬는데 에러가 안 걸리고 정말 쉽고 핵꿀잼 그리고 마지막 밤에 프레디 1, 보니 9, 치카 8, 폭시 7레벨을 이렇게 하면  골든 프레디 얼굴이 나오면서 게임이  꺼집니다.","('Bloons TD 5',)","('Bloons TD 5',)"
179,Five Nights at Freddy_s,하 드디어 삼... 그동안 엄마한데 사달라고 조르다가 안 해줘서 빡챠서 기프트카드 삿짜남 ★★★ 무료 팬이랑 유튜브에서 프레디 동영상 많이 봤는데!! 기대되네요!!!!,"('Angry Birds Rio',)","('Angry Birds Rio',)"
180,Five Nights at Freddy_s,,"('Age of Civilizations II',)","('Age of Civilizations II',)"
181,Five Nights at Freddy_s,잼 있어 보여 이거 한번 보자마자 구매했습니다 역시 내 짐작 맞았다.(해 꿀 잼) 별 10000000000000000000000000000000000게 줘도 안 아까움,"('Angry Birds Classic',)","('Angry Birds Classic',)"
182,Flip Trickster - Parkour Simulator, 너무 재미있어서 다 깨버렸어!!!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
183,Flip Trickster - Parkour Simulator, 병맛의 기운이 ㅋㅋㅋ,"('Age of Civilizations II',)","('Age of Civilizations II',)"
184,Flip Trickster - Parkour Simulator, 깔아봤는데 재밌어요.,"('Age of Civilizations II',)","('Age of Civilizations II',)"
185,Flip Trickster - Parkour Simulator, 빨리 맵이 또 나오면 좋겠네요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
186,Flip Trickster - Parkour Simulator, 맵이 너무 적습니다 빨리 다른 맵이 생겼으면 좋겠어요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
187,Flip Trickster - Parkour Simulator, 해보세요 병맛게임 ㅋㅋㅋ,"('Age of Civilizations II',)","('Age of Civilizations II',)"
188,Flip Trickster - Parkour Simulator, 친구 폰이 성능이 안 좋은데 튜토리얼부터 버그 걸려서 튜토리얼 시범 영상도 착지를 못하고 점프랑 턴 속도가 느리네요 제 폰은 잘 되는데 친구 폰이 안 좋아서 게임이 아예 안돼요 그리고 배 단계 가면 게임이 안돼요 너무 점프도 안되고 턴 속도도 느랴져요 폰 안 좋은 친구랑 똑같이 돼요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
189,Flip Trickster - Parkour Simulator, 재밌긴 한데 단계가 너무 적은 것 같아요ㅠ 2일 만에 다 깼습니닾,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
190,Flip Trickster - Parkour Simulator, 친구추천느로깔았는데재밌어욬ㅋㅋ,"('Age of Civilizations II',)","('Age of Civilizations II',)"
191,Flip Trickster - Parkour Simulator, 완전 링 병맛게임 ㅋㅋㅋ,"('Block Puzzle',)","('Block Puzzle',)"
192,Florence, 짧지만 정말 강렬하네요 게임이라는 장르의 특성을 정말 잘 살린 한편의 영화 같았습니다 조작법이 무엇을 의미하는지 생각하면 하는 재미도 있었고 그 의미를 깨닫게 될 때마다 소름이 돋았습니다 음악도 분위기를 잘 살려준 것 같고 전체적으로 큰 여운이 남네요... 정말 재밌게 했습니다 감사합니다,"('Age of Civilizations II',)","('Age of Civilizations II',)"
193,Florence, 그래픽과 음악이 멋집니다. 캐릭터에 이입할 수 있는 플레이 방식이었습니다.,"('Age of Civilizations II',)","('Age of Civilizations II',)"
194,Florence, 기분이 좋아지는 게임이었다. 재밌었다는 평가가 어울린다.,"('Bloons TD 5',)","('Bloons TD 5',)"
195,Florence, 실수로 구매했는데 환불해주세요 제발요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
196,Florence, 미쳤다.. 짧지만 강한 게임이었어요.. 감사합니다 정말 돈이 아깝지 않네요.,"('Age of Civilizations II',)","('Age of Civilizations II',)"
197,Florence, Short but memorable,"('Age of Civilizations II',)","('Age of Civilizations II',)"
198,Florence, 정말 아름다운 감상이었습니다,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
199,Florence, 다 좋지만 특히 조작법에서 여러 번 소름 돋았습니다. 조작하는 법만으로 경험을 더 잘 떠오르게 만들 수 있고 실제 내 일처럼 느낄 수 있었네요.,"('Cluedo',)","('Cluedo',)"
200,Florence, 챕터 음악부터 헤어질 때까지 영화 한 편 보는 것 같았어요. 거의 다 맘에 들었지만 그중에서도 특히 말풍선 간단해지고 뾰족해지고 하나가 되는 부분이 제일 맘에 들었습니다ㅎ^ㅎ,"('Block Puzzle',)","('Block Puzzle',)"
201,Florence, 퍼즐이 점점 쉬워지는 걸로 서로의 대화가 편해짐을 표현하는 점 상당히 맘에 드네요 음악도 그렇고요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
202,Game Dev Tycoon, 갓겜,"('Bubble Shooter',)","('Bubble Shooter',)"
203,Game Dev Tycoon," 게임 개발자가 되어 평론가에게 시험받고 팬층을 확보하여 ""제발 제 똥 같은 게임을 팬심으로라도 사주세요!"" 빌며 게임을 만드는 게임 참고로 평론가들이 제일 무서웠어요.","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
204,Game Dev Tycoon, 피시로 했었던 게임이라 한번 받아서 해봤는데 재밌네요 개인적으로 매드 게임 타이쿤보다 더 재밌어요 ㅎ,"('Bloons TD 5',)","('Bloons TD 5',)"
205,Game Dev Tycoon, 스타트 개꿀 잼 취향 저격,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
206,Game Dev Tycoon, 꿀 잼임 꼭 사라 두 번 사라,"('Bubble Shooter',)","('Bubble Shooter',)"
207,Game Dev Tycoon, 게임 만드는 게임은 재밌지요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
208,Game Dev Tycoon, 좋아하는 게임이 모바일로 나와서 좋아요!,"('Angry Birds Classic',)","('Angry Birds Classic',)"
209,Game Dev Tycoon, 진짜 재밌어요. Great game with memories,"('Bubble Shooter',)","('Bubble Shooter',)"
210,Game Dev Tycoon, 말해 뭐 해 해봐,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
211,Game Dev Tycoon, 말해 뭐 해 6000원이 아깝지 않은 게임,"('Angry Birds Rio',)","('Angry Birds Rio',)"
212,Geometry Dash, 이거 뭐라 하는 사람들 보면 한심하다. 데몬 맵 왜 안 열려있냐 왜 이렇게 어렵냐 하는데 데몬맵 열려 면 시크릿 코인 그 개수만큼 모으면 되고 어려우면 연습하면 된다. 필자는 연습 많이 해서 데드락이랑 클럽 스텝을 깼다. 다시 말하면 어렵다 하지 말고 어려우면 자기 실력에 맞는 맵을 하는 것을 추천한다,"('Age of Civilizations II',)","('Age of Civilizations II',)"
213,Geometry Dash, 정말 말이 필요 없는 갓갓갓갓겜입니다. 그리고 여러분 정식 지오메트리 대시보다 때 모판 지오메트리 대시가 더 다운로드 수가 많습니다. 여러분 그래도 때 모판 재밌게 하면 진판좀 복도로 작작 쓰고 돈 내고 다운로드해요. 그런 복도로 때문에 이 게임이 점점 매출이 떨어지는 거 아니야,"('Age of Civilizations II',)","('Age of Civilizations II',)"
214,Geometry Dash, 어떻게 bloodlust가 위클리 데몬이죠? ᄏᄏᄏ 게임 엄청 재밌어요 저는 보통 컴퓨터에서 하는데 핸드폰이 좀 더 어려운 것 같아요. 컴퓨터가 스팀에서 깔면 스팀 전용 스킨들이 있는데 그것도 멋지네요. 그런데 설정에서 유저 코인 10개 모으면 열리고 거기다 password를 치면 나오는 말 중 Rub Rub don't like this라는 말이 있는데ᄏᄏ 자기 자신이 Rub Rub 인걸 인정하시나요?ㅋㅋㅋ,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
215,Geometry Dash, 고작 16단계 깼다고 자랑이신가요? 게임 못한다고 다른 사람들을 얕보는 건가요? 기분이 나쁘네요. 그리고 유저 코인 똥색 말고 은색을 먹어야 인정됩니다:) 그리고 블루스택으로 하면 랙 걸릴 수도 있으니까.. pc에 최적화된 스팀에서 하세요ㅎㅎ,"('Angry Birds Classic',)","('Angry Birds Classic',)"
216,Geometry Dash, 내가 한 게임 중 최고의 게임이다 시간 날 때 가끔씩 하면 재미가 있어 더욱 좋고 인 게임 내에서의 음악들이 전부다 좋다. 조금만 연습하면 단계를 다 깰 수 있어서 좋고 가장 맘에 드는 부분은 광고가 없다 와 현질이 없다이다 게임 자체가 유료이긴 하지만 3000원에 이 많은 걸 체험할 수 있다 난 이 게임 산거 후회 안 한다 갓겜bb,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
217,Geometry Dash," 임채민 님, 저 사람은 추천한다고 했지, 꼭 자기 실력에 맞는 거만 하라고는 안 했는데요? 글 못 읽으세요? 자기 실력에 맞는 걸로 연습해야지. 시작하자마자 소외 연습하시게요?","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
218,Geometry Dash," 역시 지오메트리! 지금까지 라이트 쓰다가 오늘 샀는데 정말 대박입니다. 그리고 복도로 유저들에게 한마디 하겠습니다. ""이런 게임에 2,100원 이 뭐가 아깝다고 복돌이를 씁니까? 그냥 사세요!""","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
219,Geometry Dash, 이거 너무너무 재밌네요. 그리고 다른 맵을 플레이할 때 자꾸만 랙이 걸려서 튕기네요 그것만 고쳐주시면 진짜로 좋은 게임 될 거 같습니다 오늘도 롭탑님 파이팅 하시고 즐거운 매일 보네 사요~^^,"('Age of Civilizations II',)","('Age of Civilizations II',)"
220,Geometry Dash," 한 번씩 맵 검색 안될 때 있잖아요, 서버가 터진 거니까 좀만 기다리시면 돼요 길어야 20분 정도?ㅎㅎ 암튼 제 인생게임입니다. 최고!","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
221,Geometry Dash," 2년 동안 복돌이였습니다. 제가 봉돌의 나쁨을 느끼고 나서 2년 동한 하지 않았습니다. 하지만 생일에 돈이 남아서 질러버렸습니다. 사고해보니 기분이 참 좋군요. 롤 탑, 예전부터 정품이셨던 분들께 사과를 드립니다.","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
222,Getting Over It with Bennett Foddy, 짜증 나게 구는 사람이 있다면 웃는 얼굴로 그 사람에게 이 게임을 선물해주는 것을 추천. 6천 원의 투자 가치가 있음. 당신이 받았던 짜증보다 더한 화남을 그 사람에게 선물하는 격인. 고마워 남편 덕분에 참 재밌네^^^*,"('Age of Civilizations II',)","('Age of Civilizations II',)"
223,Getting Over It with Bennett Foddy, 님들아 근데 이 게임 설치하는데 몇 분 걸림? 개발자님 답 좀 그리고 재미는 있는데 중간에 랙 걸린다... 그래서 첨부터 다시 함 ㅠ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
224,Getting Over It with Bennett Foddy, 정말 좋은데 마지막에 설산 넘고 카트 넘기면 렉이 걸려요.. 게임이 힘들 정도.. (하지만 6번 깨서 적응됐다는...,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
225,Getting Over It with Bennett Foddy, 역시 난이도 최고의 항아리 게임. 삭제해라 애송이가 절로 나온다. 조작은 어려워도 도전정신이 있다면 해보는 걸 추천,"('Age of Civilizations II',)","('Age of Civilizations II',)"
226,Getting Over It with Bennett Foddy, 으아ᅡᄀ 화난다.. 중독성 있어서 하긴 하는데 혈압오름ㅁㅋㅋ,"('Block Puzzle',)","('Block Puzzle',)"
227,Getting Over It with Bennett Foddy, 제가 LGQ6사용 잔대요 랙도 것이 안 걸리고 재미있습니다 다른 그래픽 좋은 게임은 데이터로 하면 랙 심한데 이 정도 그래픽에 렉도 안 걸리니 너무 좋아요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
228,Getting Over It with Bennett Foddy, 1시간 58분 첫 클리어했습니다. 다 좋은데 일정 구간마다 렉이 너무 심합니다.,"('Age of Civilizations II',)","('Age of Civilizations II',)"
229,Getting Over It with Bennett Foddy, 인간의 인생에 관한 가잔 간단하고도 어려운 고찰. '넘어져도 다시 일어나라.',"('Age of Civilizations II',)","('Age of Civilizations II',)"
230,Getting Over It with Bennett Foddy, 기야... 컴퓨터에서 화나다가 이젠 휴대폰으로도 화날 수 있겠다 게 좋네,"('Age of Civilizations II',)","('Age of Civilizations II',)"
231,Getting Over It with Bennett Foddy, It's really annoying but I can't stop playing this game!!! Almost smashed my phone,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
232,Goat Simulator, 엄청 재미있는데 예전에 있었던 그 많던 추억의 래그 돌 NPC들은 다 어디 간 거죠?...... 저번에 업데이트가 되면서 요즘에는 몇 종류밖에 안 되는 래그 돌 NPC밖에 없네요......... 제발 예전의 NPC들도 다시 복원해 주세요......,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
233,Goat Simulator, 안녕하세요 염소실뮬레이터를 산 사람입니다 오랜만에 염소 시뮬레이터를 켰는데 이게 어떻게 된 일이죠 저번에는 잘 되던 게 검은 화면에 영어가 뜨는데 플레이도 안되고... 그래서 그 영어를 해석해보니 염소 시뮬레이터제 콘텐츠 다운로드 자라고 만 뜨는데 이거 어떡하나요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
234,Goat Simulator, 리뷰 단 사람들 뇌가 궁금하다 환불해달라고 할 수도 있는 거지 자기들도 몇천 원 아까워서 친구들한테 안 사주는 인생이면서 ㅉ 그리고 다른 앱 샀는데 실행 안 되면 환불 해달라 하지 마라 너네는,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
235,Goat Simulator, 환불해 달라는 녀석들은 머리가 있나 몇천 원이 아까워서 환불을 해달라고 하네 그리고 게임 실행이 안 되는 것도 자기들 폰이 꾸진 거지 왜 게임 탓을 할까 어쨌든 이 게임 최고임 영,"('Bloons TD 5',)","('Bloons TD 5',)"
236,Goat Simulator, 내 생애 최고의 시뮬레이터 게임. 이 게임은 정신 나간 맛에 하는거지ㅋㅋㅋㅋ,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
237,Goat Simulator, 제 폰이 이상해서 그런 건지 모르겠지만 한번 플레이하고 나갔다가 다시 들어가면 화면이 이상하게 뜨더라고요.. 그래도 앱 삭하고 다시 깔면 괜찮아지고.. 허허..,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
