,ind,name,review,lda,lda-result-cosine,lda-result-euclide
99,2954.0,Cluedo," Wow I love the board game but this digital version of the game provides you with more magic to it. Graphic is great, the thrill is heightened, brain work well-deserved, and the music and movement are what makes the gsme come alive!","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
100,3097.0,Color Road, 그냥 최고입니다!!!,"[0.12832275, 0.15116353, 0.14672576, 0.10102734, 0.19588058, 0.16194987, 0.11493019]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
101,3098.0,Color Road, 이 게임을 만들어 주신 분들께 감사합니다.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
102,3099.0,Color Road, This is a great game,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
103,3100.0,Color Road, 정말 재미있음,"[0.108115084, 0.1511619, 0.14672369, 0.10102548, 0.19587849, 0.18216702, 0.114928365]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
104,3101.0,Color Road, 어렴 웅대 재밌다,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Block Puzzle',)","('Block Puzzle',)"
105,3102.0,Color Road, 재미있는 게임,"[0.12252316, 0.16038695, 0.13837577, 0.096467204, 0.22082138, 0.1525127, 0.10891285]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
106,3103.0,Color Road, 어려운데 재미있어요^^,"[0.08856669, 0.123762034, 0.12015755, 0.11564709, 0.2260673, 0.19855213, 0.12724721]","('Bloons TD 5',)","('Bloons TD 5',)"
107,3104.0,Color Road, Fun!!,"[0.16227692, 0.11516705, 0.14351061, 0.09379351, 0.22629406, 0.1704893, 0.088468514]","('Angry Birds Classic',)","('Angry Birds Classic',)"
108,3105.0,Color Road, 굿,"[0.08685177, 0.13434793, 0.116256095, 0.08126456, 0.15331732, 0.32015514, 0.10780717]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
109,3106.0,Color Road, 좋아요,"[0.08293317, 0.12907176, 0.15869772, 0.10844911, 0.22453173, 0.19383785, 0.102478705]","('Age of Civilizations II',)","('Age of Civilizations II',)"
110,3173.0,Design Home, 좋아요,"[0.09761664, 0.13519618, 0.1501164, 0.09156892, 0.20360146, 0.21827623, 0.10362414]","('Bubble Shooter',)","('Bubble Shooter',)"
111,3174.0,Design Home, It's very good game~,"[0.089766376, 0.18413271, 0.1210077, 0.08383334, 0.17723037, 0.24907126, 0.09495827]","('Age of Civilizations II',)","('Age of Civilizations II',)"
112,3175.0,Design Home, perfect! So addictive,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
113,3176.0,Design Home, It's fantastic.,"[0.10193576, 0.14252001, 0.17646502, 0.09525143, 0.18468004, 0.19078861, 0.10835911]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
114,3177.0,Design Home, So much fun but wish there are more challenges to enter.,"[0.1257922, 0.14816637, 0.14381628, 0.099023715, 0.19199684, 0.17855355, 0.11265104]","('Bloons TD 5',)","('Bloons TD 5',)"
115,3178.0,Design Home, 레알 밥도둑 정말 좋습니다,"[0.11523875, 0.13247147, 0.12993495, 0.101458125, 0.17143619, 0.24709952, 0.102361016]","('Angry Birds Classic',)","('Angry Birds Classic',)"
116,3179.0,Design Home, 꿀 잼,"[0.10450365, 0.14468925, 0.1605104, 0.09772618, 0.1873806, 0.19442026, 0.1107697]","('Age of Civilizations II',)","('Age of Civilizations II',)"
117,3180.0,Design Home, 짱제미있음,"[0.12577929, 0.16798694, 0.14381778, 0.09902508, 0.19199838, 0.15874016, 0.112652384]","('Angry Birds Classic',)","('Angry Birds Classic',)"
118,3181.0,Design Home, 꿀 잼,"[0.09819188, 0.19237229, 0.1332557, 0.091753066, 0.19623883, 0.18380892, 0.10437932]","('Block Puzzle',)","('Block Puzzle',)"
119,3182.0,Design Home, 😇😇🤔🤔🤔🤔🤔😇😇🤔,"[0.10597477, 0.14816803, 0.14381833, 0.09902557, 0.21181063, 0.15874073, 0.13246194]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
120,3356.0,Draughts, 이겨서 좋다,"[0.10811532, 0.15116209, 0.16694158, 0.10102571, 0.19587876, 0.16194797, 0.114928596]","('Block Puzzle',)","('Block Puzzle',)"
121,3357.0,Draughts,영국 친구가 소개해줬어요. 진짜 재밌네요.,"[0.12579134, 0.1481669, 0.16362907, 0.0990243, 0.1919975, 0.15873925, 0.11265163]","('Bloons TD 5',)","('Bloons TD 5',)"
122,3359.0,Evoland, 재밌습니다 플레이 타임은 길진 않고 초반엔 조작감이 안 좋아서 짜증 났는데 하트 생긴 후부턴 할만해요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
123,3360.0,Evoland, 이번에 세일할 때 사게 되었는데 게임에 필요한 요소들을 보물상자를 먹으면서 게임의 발전된 순서대로 추가되는 것이 참신했다. 다만 후반부에 턴제 RPG가 나온 뒤부터 랜덤인 카운터로 몬스터들이 나와서 지루해지는 구간에 뻔한 스토리가 아쉬웠다. 플레이 타임은 3시간 정도로 길지 않았다.,"[0.106896445, 0.14894667, 0.14479399, 0.09990487, 0.21128641, 0.17465828, 0.11351335]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
124,3361.0,Evoland, 굿,"[0.10811588, 0.15116255, 0.14672455, 0.10102623, 0.19587937, 0.18216233, 0.11492911]","('Bloons TD 5',)","('Bloons TD 5',)"
125,3362.0,Evoland, 게임에 대한 역사 공부 되고 도트부터 3D 그래픽을 보여주는 방식이 신선하고 흥미로웠다.,"[0.12832275, 0.15116353, 0.14672576, 0.10102734, 0.19588058, 0.16194987, 0.11493019]","('Bubble Shooter',)","('Bubble Shooter',)"
126,3363.0,Evoland, 스팀은 2편도 있는 걸로 알고 있는데 모바일도 빨리 나왔으면 좋겠어요,"[0.111626446, 0.15160233, 0.14871754, 0.10350193, 0.19678922, 0.17083792, 0.116924606]","('Age of Civilizations II',)","('Age of Civilizations II',)"
127,3364.0,Evoland, 돈 쓰길 잘했다,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bubble Shooter',)","('Bubble Shooter',)"
128,3365.0,Evoland, 에보 랜드가 폰으로 나오다니 정말 최고입니다 가면 갈수록 그래픽이 올라가는 게임을 생각해내다니 에보 랜드 2 모바일화도 기대하겠습니다(근데 막히면 빡겜되는건 여전ㅋ),"[0.14005053, 0.14251913, 0.15739208, 0.09525045, 0.18467894, 0.17175071, 0.108358145]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
129,3366.0,Evoland,조작이 이상한 게 아니라 님들이 못하는 겁니다 무난하게 별아 모으고 카드 다 모으고 보스도 깼습니다,"[0.086451374, 0.16439573, 0.115364626, 0.11254779, 0.16818471, 0.24493408, 0.10812164]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
130,3367.0,Evoland,별 모으기 겁나 힘드네. 하지만 난 그런 빡겜이 좋아. 플레이할 맛 나잖아?,"[0.09688061, 0.16931736, 0.1675114, 0.090536006, 0.17517543, 0.18113975, 0.11943942]","('Block Puzzle',)","('Block Puzzle',)"
131,3368.0,Evoland,100% 클리어하려면 업적 외에 숨은 도전과제 전부 깨야 하네요.,"[0.10252015, 0.16093752, 0.13837847, 0.09585318, 0.18385732, 0.209811, 0.10864236]","('Cluedo',)","('Cluedo',)"
132,3439.0,Exploding Kittens® - Official, 실제하고 룰이 조금 다른 거 같지만 재밌습니다.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
133,3440.0,Exploding Kittens® - Official, I wish there was option for selecting long game and short game,"[0.1059722, 0.14816584, 0.16363463, 0.09902312, 0.21181588, 0.15873785, 0.11265046]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
134,3441.0,Exploding Kittens® - Official, JACKANOPE! code available?,"[0.10740138, 0.14819545, 0.14468752, 0.10042668, 0.21172431, 0.17386344, 0.11370122]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
135,3442.0,Exploding Kittens® - Official, 튜토리얼조차 거의 필요 없을 정도로 쉽고 재밌음 영어도 필요 없음 눈치 운 블러프 카운팅이 들어간 폭탄 돌리기 게임 슬랩이 적혀있는 횟수만큼 상대 턴 만드는 카드 그 외엔 딱 보면 뭔지 알 거임,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
136,3443.0,Exploding Kittens® - Official, fun filled explodin kitties! hope it's future has some leveling or achievement aspects,"[0.1254422, 0.128084, 0.15866269, 0.08569165, 0.18309924, 0.18728596, 0.13173428]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
137,3444.0,Exploding Kittens® - Official, Great game to play with great people.,"[0.10062881, 0.14670986, 0.1137866, 0.11069377, 0.18087484, 0.2579514, 0.08935479]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
138,3445.0,Exploding Kittens® - Official, 간단하고 재밌는 듯,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
139,3446.0,Exploding Kittens® - Official, 핵. 꿀. 잼,"[0.105974205, 0.14816755, 0.14381772, 0.09902503, 0.19199832, 0.17855594, 0.13246125]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
140,3447.0,Exploding Kittens® - Official, 베스트 Best,"[0.09214108, 0.13728775, 0.17896476, 0.0625135, 0.20517635, 0.21306954, 0.11084699]","('Cluedo',)","('Cluedo',)"
141,3448.0,Exploding Kittens® - Official,중학교 영어만 하면 금방 익힙니다 꿀 잼 보드게임입니다 오직 온라인만 가능,"[0.089776345, 0.122723944, 0.15383375, 0.11779084, 0.17628269, 0.2441013, 0.09549114]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
142,3456.0,Farming Simulator 18," 안녕하세요 이 게임을 하다가 저장을 못하고 폰이 초기화가 돼서 다시 설치하니깐 기록이다 초기화 대서 처음부터 하라고 하는다 재가 여기다가 47,630원을 현질했슴니다 어떻게 해야 되나요 죄송하지만 개임 안 애소 기록을 돌려주시던지 돈을 돌려주시면 재가 다시 현질을 하던 지하 갰습니다 부탁드립니다 못밋갯스시면 확인햐보고 해주셔도됌니다 부탁드립 갰습니다","[0.09203935, 0.16165252, 0.12426736, 0.0860436, 0.16515036, 0.25610507, 0.11474173]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
143,3457.0,Farming Simulator 18, 제작자님 다 좋은데 사람이 기계에 세 올라타고 내리고 버튼이 있으면 좋겠네요 그리고 차도에 자동차즘 다니게 해주세요,"[0.093108214, 0.13015386, 0.12634367, 0.0870034, 0.2207565, 0.24366486, 0.09896952]","('Age of Civilizations II',)","('Age of Civilizations II',)"
144,3458.0,Farming Simulator 18, 결제했는데 코인이 안 들어와요 획 인해주세요,"[0.09574683, 0.16651456, 0.14638433, 0.08943357, 0.18764196, 0.1593822, 0.15489654]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
145,3459.0,Farming Simulator 18, Get rid of the LEG when you make a Bluetooth Multi please,"[0.09337906, 0.14788695, 0.15923315, 0.08722017, 0.18618293, 0.20940864, 0.116689086]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
146,3460.0,Farming Simulator 18, 간단하면서 재밌네요 Good game thx XD!!,"[0.11384725, 0.133655, 0.14837423, 0.107225254, 0.20925817, 0.16101031, 0.12662981]","('Angry Birds Classic',)","('Angry Birds Classic',)"
147,3461.0,Farming Simulator 18, good,"[0.13743103, 0.13985343, 0.17315656, 0.093469076, 0.18122466, 0.16853371, 0.10633155]","('Bubble Shooter',)","('Bubble Shooter',)"
148,3462.0,Farming Simulator 18, 그 청소 돈 안 들개 해주세요,"[0.108155936, 0.15119646, 0.146767, 0.10106442, 0.19592184, 0.18192784, 0.1149665]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
149,3463.0,Farming Simulator 18, 너무 좋고 재미있어요!!!!,"[0.10661765, 0.14754874, 0.16368882, 0.099679075, 0.21084082, 0.15864953, 0.112975374]","('Age of Civilizations II',)","('Age of Civilizations II',)"
150,3464.0,Farming Simulator 18, Pc 하고 연동이 안 되나요?,"[0.105972715, 0.14816628, 0.16363545, 0.09902361, 0.19199671, 0.17855433, 0.11265093]","('Age of Civilizations II',)","('Age of Civilizations II',)"
151,3465.0,Farming Simulator 18, 제가.. 리뷰는  잘 안 남기는데.. 5900원이라서 샀는데 ..세금이 590원이나 나가네요.. 암튼 샀으니 재미나게 해볼게요^^,"[0.106208436, 0.14262809, 0.18943675, 0.084105484, 0.17984058, 0.1852833, 0.112497345]","('Angry Birds Rio',)","('Angry Birds Rio',)"
152,3476.0,Find The Differences - The Detective, 멈 재미있고 나 숨은 그림 찾기 돼 개 잘함,"[0.12022026, 0.14017944, 0.13678251, 0.11402973, 0.23045976, 0.15087047, 0.10745785]","('Cluedo',)","('Cluedo',)"
153,3477.0,Find The Differences - The Detective, 다 좋은데 사진이 너무 작음,"[0.10832925, 0.14595918, 0.14386933, 0.10146423, 0.20824878, 0.17792234, 0.11420688]","('Cluedo',)","('Cluedo',)"
154,3478.0,Find The Differences - The Detective, 재밌다. 재밌다.,"[0.13551185, 0.20522074, 0.13066606, 0.09094388, 0.19085675, 0.14401025, 0.10279045]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
155,3479.0,Find The Differences - The Detective," 현금카▷지노 🔥 M Χ M 2 １ , ℂ 0 'Ⅿ 🔥 전에 업데이트에 매치 설정이 바꾸셨길래 뭐지? 하고 넘겼는데 제가 실버 813이거든요. 그런데 실버인데 매치를 하면 랭크가 높은 사람들이 많이 서버에 들어와서 게임이 너무 어려워요. 진짜 다른 건 다 좋은데 랭크가 같은 사람들이랑 하는 게 좋아요. 그래서 낮은 랭크인데 핵을 쓰는 유저들이 많아요","[0.12333512, 0.14528842, 0.14102328, 0.09710105, 0.20770182, 0.17508684, 0.11046349]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
156,3480.0,Find The Differences - The Detective, 돈을 모아서 어디에 쓰는 건지 도저히 모르겠어요ㅠㅠㅠ 나머지는 정말 좋고 재밌어요ㅎㅎㅎ,"[0.10597295, 0.14816648, 0.1438164, 0.099023834, 0.19199698, 0.19837222, 0.11265116]","('Bloons TD 5',)","('Bloons TD 5',)"
157,3481.0,Find The Differences - The Detective, 게임 돈 어디에 쓰는 걸까요? 30분 플레이해봤는데 아직은 난이도도 적당하고 재밌어요,"[0.118728034, 0.13985251, 0.21056548, 0.09346805, 0.18122351, 0.14983186, 0.10633054]","('Bubble Shooter',)","('Bubble Shooter',)"
158,3482.0,Find The Differences - The Detective, 단계별 이상 올라가면 점점 복잡한 양상을 보인다,"[0.10597347, 0.14816692, 0.18344687, 0.099024326, 0.19199751, 0.15873928, 0.11265164]","('Block Puzzle',)","('Block Puzzle',)"
159,3483.0,Find The Differences - The Detective, ㅋㄴㆍㅡㅈㅐㅁ,"[0.10003189, 0.13985644, 0.13575186, 0.09347247, 0.19993444, 0.22461806, 0.10633487]","('Block Puzzle',)","('Block Puzzle',)"
160,3484.0,Find The Differences - The Detective, 이런 틀림 그림 찾기는 너무나 좋아요 그리고 타임을 3분 59초는 해주세요,"[0.105975665, 0.14816877, 0.16363181, 0.09902641, 0.19199985, 0.17854379, 0.112653695]","('Age of Civilizations II',)","('Age of Civilizations II',)"
161,3485.0,Find The Differences - The Detective, 재밌는데요? 숨은 그림 찾기인데 독특하네요~,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
162,3704.0,Fire Balls 3D, 졸잼,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
163,3705.0,Fire Balls 3D, Uhhhhhhhhhhhhhh,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
164,3706.0,Fire Balls 3D, 아직 초반이지만 단순하고 타격감이 좋네요,"[0.108155936, 0.15119646, 0.146767, 0.10106442, 0.19592184, 0.18192784, 0.1149665]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
165,3707.0,Fire Balls 3D, 심심할 때 언제 어디서 가능해서 편리하고 재밌음,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
166,3708.0,Fire Balls 3D, It is really entertaining,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
167,3709.0,Fire Balls 3D, This game is so easy! i love it and fun! It's so interesting!,"[0.14004898, 0.14251898, 0.17645636, 0.09525027, 0.18467875, 0.15268868, 0.10835797]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
168,3710.0,Fire Balls 3D, 짱! 진짜 재미있어요! 심심할 때 짱!!,"[0.12832275, 0.15116353, 0.14672576, 0.10102734, 0.19588058, 0.16194987, 0.11493019]","('Bubble Shooter',)","('Bubble Shooter',)"
169,3711.0,Fire Balls 3D, GG,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
170,3712.0,Fire Balls 3D, 재밌는데 1판을 하면 광고가 떠요,"[0.14277217, 0.14528862, 0.16045064, 0.09710125, 0.18826771, 0.15565592, 0.110463694]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
171,3713.0,Fire Balls 3D, 굳굳,"[0.108155936, 0.15119646, 0.146767, 0.10106442, 0.19592184, 0.18192784, 0.1149665]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
172,3716.0,Five Nights at Freddy_s,별 ☆☆☆☆☆ 이 게임 공포라서 감툭튀는데...제밌네여~별☆☆☆☆☆개!!!베터리 1퍼에서 6시 ㅋㅋㅋ----수정----   프레디 버그판 해봤는데 1버그판 사기. 기능 : 인형들 위치 알 려 주 고... 배터리 무 제 한!(프레디 버그판 2.3 도 있음  프레디 2 랑 3 버그판 은 별 3개로 다 깨져있으면 하고 싶으면... 네이버에서 깔아 보삼),"[0.108115986, 0.15116265, 0.1669376, 0.10102635, 0.19587947, 0.16194873, 0.11492922]","('Age of Civilizations II',)","('Age of Civilizations II',)"
173,3717.0,Five Nights at Freddy_s,다 재미있는데.... 갑자기 게임 시작할 때마다 게임이 에러 뜨면서 꺼져요. 다 깨서 별 세 개 얻었었는데 삭제했다 다시 깔아 보고 하니까 데이터도 사라지고.... 제발 좀 고쳐주세요...,"[0.14560062, 0.14816731, 0.14381742, 0.09902477, 0.191998, 0.15873979, 0.11265208]","('Angry Birds Classic',)","('Angry Birds Classic',)"
